KO,rab.all,rab.win.0,rab.win.1,diff.btw,diff.win,effect,overlap,name,method
KO_34,5.895713073589475,6.024382524214079,4.9978127298276185,-0.8370456917575844,1.8341309210107073,-0.4443290006671941,0.3134000007226493,health_statusHIV,ALDEx2
KO_35,5.486720644745445,5.617275119193739,4.566204173011238,-0.9057748874707583,1.8473012141942098,-0.4580493363720726,0.3102000007391797,health_statusHIV,ALDEx2
KO_36,5.434743050186301,5.568066382171379,4.560722537407964,-0.8665138257077181,1.718531260539446,-0.4815210460406317,0.2983403327360774,health_statusHIV,ALDEx2
KO_37,2.3560874221946815,2.4095369694500954,2.1374914127308924,-0.13821454703086467,2.800920911038456,-0.02281321286589351,0.47370525903606747,health_statusHIV,ALDEx2
KO_38,-8.153465079412646,-8.247492421696549,-7.012317173066455,1.4260479288811059,5.899684040029046,0.21780548715559142,0.40351929647467827,health_statusHIV,ALDEx2
KO_39,-9.069208336746946,-9.084989073280354,-8.963492032422355,0.15597030876612372,5.142933444650985,0.026909254242860933,0.48630273949778335,health_statusHIV,ALDEx2
KO_40,4.9454513723992655,4.8791939706960985,5.4945668500851355,0.3771944853078675,1.8029269975969995,0.1950130274347004,0.4124000003012468,health_statusHIV,ALDEx2
KO_41,5.289298543970205,5.409978973024845,4.041378790289933,-1.04261161257012,2.4433645821343615,-0.4133678899720684,0.33193361390867254,health_statusHIV,ALDEx2
KO_42,3.1830109052307325,3.307647370476571,2.4632552673058212,-0.755107606099056,1.602913435627789,-0.4361156421113679,0.3053389329780426,health_statusHIV,ALDEx2
KO_43,2.5512932006197397,2.482289712619105,3.0605227753118016,0.6076045588513468,2.529552075578902,0.18471948109381417,0.38592281583789,health_statusHIV,ALDEx2
KO_44,3.0972047530239455,3.2418398497623557,2.323072117107045,-0.9008744701394402,1.7716316145994844,-0.3964548642409674,0.2912000008430127,health_statusHIV,ALDEx2
KO_45,3.544192434797272,3.5994280867533304,3.260302796220979,-0.26367739541495716,1.3584076252943467,-0.18559870825233454,0.41600000028813217,health_statusHIV,ALDEx2
KO_46,1.419722079088766,1.4029809104119506,1.5186236478206991,0.3829062081839898,2.682395628498634,0.09551370972010467,0.417600000282335,health_statusHIV,ALDEx2
KO_47,4.399738503524445,4.5190860948658385,3.6266930197213583,-0.7246779231122686,1.76418847151422,-0.37873007370487455,0.33773245411362285,health_statusHIV,ALDEx2
